stationid,location,provincE_ID,provincE_NAME,amphuR_ID,amphuR_NAME,tumboL_ID,tumboL_NAME,latitude,longitude,awsserialname,awsrecordtime,awsptemperature,awspressure,awsrainfall,awstemperature,awsrelatviehumidity,awswindspeed,awswinddirection,awsactivestatus,awslastupdate,aqserialname,aqtemperature,aqdewpoint,aqnO2,aqO3,aqox,aqrelativehumidity,aqpM1,aqpM25,aqpM10,aqtsp,aqactivestatus,aqlastupdate,accumulaterainfalL3HOURS,accumulaterainfalL24HOURS,accumulaterainfalllastupdate,accumulaterainfallrecordtime,region,id,aqrecordtime,statioN_CODE,awsbatteryvolt,accumulaterainfalL24HOURS_DESC,aqpM25_DESC
272,TA77 - วัดแตงเม หมู่ 1   ต.วังแซ้ม อ.มะขาม จ.จันทบุรี,81,จันทบุรี,8103,มะขาม,810367,วังแซ้ม,12.73225,102.17125,AWS4364-053,2023-05-25 10:50:00.0,26.06,1009,1009,1009,98,.026,62.77,1,2023-05-25 11:00:00.0,AQY-R AA 0053,26,26,2,43,,99.9,,1.7,3.7,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,E,269,2023-05-25 10:10:00.0,TA77,12.91,ไม่มีฝน,คุณภาพอากาศดีมาก
349,TJ33 - วัดวังแซ้ม หมู่ 2 ต.วังแซ้ม อ.มะขาม จ.จันทบุรี,81,จันทบุรี,8103,มะขาม,810376,วังแซ้ม,12.744,102.15003,AWS4364-042,2023-05-25 10:50:00.0,26.44,1009,1009,1009,90.1,.502,241.7,1,2023-05-25 11:00:00.0,AQY-R AA 0083,26.83,26.4,78,23.5,,97.6,,11.4,19.8,,1,2023-05-25 11:00:00.0,.1,24.9,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,E,346,2023-05-25 10:50:00.0,TJ33,13.02,ฝนตกปานกลาง,คุณภาพอากาศดีมาก
593,TA65 - บ้านคุณพิทักษ์ ต.คลองพลู อ.เขาคิชฌกูฏ จ.จันทบุรี,81,จันทบุรี,8103,เขาคิชฌกูฎ,810358,คลองพลู,12.95094,102.00933,AWS3565-166,2023-05-25 10:50:00.0,26.99,1006,1006,1006,84,1.239,183.5,1,2023-05-25 11:00:00.0,R-AQ-AT166,27.6,26.26,17,27,,93.3,,21.8,51.8,,1,2023-05-25 11:00:00.0,0,2.2,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,E,593,2023-05-25 10:50:00.0,TA65,13.17,ฝนตกเล็กน้อย,คุณภาพอากาศดีมาก
164,TA66 - ศาลาชุมชน หมู่ 10 ต.คลองพลู อ.เขาคิชฌกูฏ จ.จันทบุรี,81,จันทบุรี,8103,เขาคิชฌกูฎ,810359,คลองพลู,12.95547,102.04678,AWS2963-129,2023-05-25 10:50:00.0,26.64,1008,1008,1008,87.9,.405,208,1,2023-05-25 11:00:00.0,AQY BE-1347,27.7,27.7,19,25.08,,99.9,,34.5,24.9,,1,2023-05-25 11:00:00.0,0,1.4,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,E,162,2023-05-25 10:50:00.0,TA66,12.95,ฝนตกเล็กน้อย,คุณภาพอากาศดี
189,TA67 - โรงเรียนวัดคลองพลู   ต.คลองพลู อ.เขาคิชฌกูฏ จ.จันทบุรี,81,จันทบุรี,8103,เขาคิชฌกูฎ,810360,คลองพลู,12.94794,102.061504,AWS4364-052,2023-05-25 10:50:00.0,27.11,1007,1007,1007,86.7,.58,191.4,1,2023-05-25 11:00:00.0,AQY-R AA 0050,26.97,26.5,4,39.9,,97.4,,11.1,15.3,,1,2023-05-25 11:00:00.0,0,3.7,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,E,186,2023-05-25 10:50:00.0,TA67,12.83,ฝนตกเล็กน้อย,คุณภาพอากาศดีมาก
162,TA60 - บ้านนายก องค์การบริหารส่วนตำบล หมู่ 2 ต.จันทเขลม อ.เขาคิชฌกูฏ จ.จันทบุรี,81,จันทบุรี,8103,เขาคิชฌกูฎ,810355,จันทเขลม,13.00172,102.08247,AWS2963-131,2023-05-25 10:50:00.0,26.99,1003,1003,1003,84.8,1.779,205.2,1,2023-05-25 11:00:00.0,AQY-R AA 0043,,,,,,,,,,,0,2023-05-25 11:00:00.0,0,3.5,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,E,160,,TA60,12.87,ฝนตกเล็กน้อย,
209,TA49 - ศาลา อพป. หมู่ 4  ต.ตะเคียนทอง อ.เขาคิชฌกูฏ จ.จันทบุรี,81,จันทบุรี,8103,เขาคิชฌกูฎ,810346,ตะเคียนทอง,12.91733,102.08383,AWS4364-046,2023-05-25 10:50:00.0,27.42,1006,1006,1006,85.2,.447,222.7,1,2023-05-25 11:00:00.0,AQY-R AA 0046,27.9,27.4,10,24,,97.1,,28.1,33.2,,1,2023-05-25 11:00:00.0,0,3.4,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,E,206,2023-05-25 10:50:00.0,TA49,12.96,ฝนตกเล็กน้อย,คุณภาพอากาศดี
198,TA50 - ศูนย์การเรียนรู้หมู่ 5  ต.ตะเคียนทอง อ.เขาคิชฌกูฏ จ.จันทบุรี,81,จันทบุรี,8103,เขาคิชฌกูฎ,810347,ตะเคียนทอง,12.9258,102.08333,AWS4364-047,2023-05-25 10:50:00.0,27.44,1008,1008,1008,86.2,.522,287.6,1,2023-05-25 11:00:00.0,AQY-R AA 0047,28.21,28.2,63,19.4,,99.9,,6.4,10.9,,1,2023-05-25 11:00:00.0,0,.9,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,E,195,2023-05-25 10:50:00.0,TA50,12.33,ฝนตกเล็กน้อย,คุณภาพอากาศดีมาก
187,TA51 - ศาลาเอนกประสงค์บ้านชำเคราะห์ หมู่ 6  ต.ตะเคียนทอง อ.เขาคิชฌกูฏ จ.จันทบุรี,81,จันทบุรี,8103,เขาคิชฌกูฎ,810348,ตะเคียนทอง,12.94375,102.07631,AWS4364-048,2023-05-25 10:50:00.0,27.37,1005,1005,1005,100,.96,163.5,1,2023-05-25 11:00:00.0,AQY-R AA 0048,27.3,27.3,24,21.7,,99.9,,16.2,4.5,,1,2023-05-25 11:00:00.0,0,2.7,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,E,184,2023-05-25 10:50:00.0,TA51,12.25,ฝนตกเล็กน้อย,คุณภาพอากาศดีมาก
188,TA52 - ร้านค้าชุมชน หมู่ 9   ต.ตะเคียนทอง อ.เขาคิชฌกูฏ จ.จันทบุรี,81,จันทบุรี,8103,เขาคิชฌกูฎ,810349,ตะเคียนทอง,12.87405,102.10169,AWS4364-049,2023-05-25 10:50:00.0,26.85,1006,1006,1006,100,.027,265.6,1,2023-05-25 11:00:00.0,AQY-R AA 0049,25.28,25.3,9,28.1,,99.9,,12.3,12.7,,1,2023-05-25 11:00:00.0,0,1,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,E,185,2023-05-25 03:30:00.0,TA52,12.82,ฝนตกเล็กน้อย,คุณภาพอากาศดีมาก
191,TA54 - วัดพลวง ต.พลวง อ.เขาคิชฌกูฏ จ.จันทบุรี,81,จันทบุรี,8103,เขาคิชฌกูฎ,810350,พลวง,12.80461,102.14333,AWS4364-050,2023-05-25 10:50:00.0,25.84,1008,1008,1008,83.4,1.67,67.22,1,2023-05-25 11:00:00.0,AQY-R AA 0032,26.42,26.4,52,36.2,,99.9,,1.3,2.6,,1,2023-05-25 11:00:00.0,.6,35.1,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,E,188,2023-05-25 10:50:00.0,TA54,12.01,ฝนตกหนัก,คุณภาพอากาศดีมาก
163,TA55 - ที่ว่าการอำเภอเขาคิชฌกูฎ หมู่ 5 ต.พลวง อ.เขาคิชฌกูฏ จ.จันทบุรี,81,จันทบุรี,8103,เขาคิชฌกูฎ,810351,พลวง,12.804,102.11469,AWS2963-130,2023-05-25 10:50:00.0,25.92,1009,1009,1009,98.9,.368,119.6,1,2023-05-25 11:00:00.0,AQY BE-1348,25.77,25.7,19,25.08,,99.9,,4.6,4.3,,1,2023-05-25 11:00:00.0,.7,42,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,E,161,2023-05-25 10:50:00.0,TA55,12.73,ฝนตกหนัก,คุณภาพอากาศดีมาก
348,TA56 - โรงเรียน อสม เขาคิชฌกูฏ ม.3 ตรงข้ามวัดคลองตะเคียน ต.พลวง อ.เขาคิชฌกูฏ จ.จันทบุรี,81,จันทบุรี,8103,เขาคิชฌกูฎ,810352,พลวง,12.84702,102.08953,AWS4364-044,2023-05-25 10:50:00.0,26.63,1007,1007,1007,86.1,.926,188.5,1,2023-05-25 11:00:00.0,AQY-R AA 0084,25.68,25.7,22,23.7,,99.9,,12.8,13,,1,2023-05-25 11:00:00.0,.1,14.8,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,E,345,2023-05-25 10:40:00.0,TA56,12.94,ฝนตกปานกลาง,คุณภาพอากาศดีมาก
161,TA69 - เทศบาลตำบลพลับพลา หมู่ 9 ต.พลับพลา อ.เมืองจันทบุรี จ.จันทบุรี,81,จันทบุรี,8103,เมืองจันทบุรี,810361,พลับพลา,12.61919,102.15897,AWS2963-132,2023-05-25 10:50:00.0,25.84,1009,1009,1009,92.9,1.271,31.57,1,2023-05-25 11:00:00.0,AQY BE-1350,26.32,25.4,19,25.08,,94.9,,6.9,12.6,,1,2023-05-25 11:00:00.0,4.5,31.8,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,E,159,2023-05-25 10:50:00.0,TA69,12.77,ฝนตกปานกลาง,คุณภาพอากาศดีมาก
598,TA72 - กลุ่มเครดิตยูเนียน หมู่ 6 ต.พลับพลา อ.เมืองจันทบุรี จ.จันทบุรี,81,จันทบุรี,8103,เมืองจันทบุรี,810364,พลับพลา,12.62461,102.15858,AWS3565-161,2023-05-25 10:50:00.0,25.56,1011,1011,1011,90.7,.791,18.24,1,2023-05-25 11:00:00.0,R-AQ-AT161,26.9,26.88,24,20,,99.9,,22.3,53.7,,1,2023-05-25 11:00:00.0,2.3,21.1,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,E,598,2023-05-25 10:50:00.0,TA72,13.15,ฝนตกปานกลาง,คุณภาพอากาศดีมาก
595,EC04 - ชายหาดแหลมสิงห์ ต.ปากน้ำแหลมสิงห์ อ.แหลมสิงห์ จ.จันทบุรี,22,จันทบุรี,2206,แหลมสิงห์,220601,ปากน้ำแหลมสิงห์,12.4786,102.06792,AWS3565-164,2023-05-25 10:50:00.0,25.55,1010,1010,1010,90.1,.073,117.3,1,2023-05-25 11:00:00.0,R-AQ-AT164,26.15,26.13,17,28,,99.9,,23.1,52.05,,1,2023-05-25 11:00:00.0,2.9,33.2,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,E,595,2023-05-25 10:50:00.0,EC04,13.15,ฝนตกปานกลาง,คุณภาพอากาศดีมาก
169,TJ09 - ที่ทำการชุมชนเกาะล้าน ต.นาเกลือ อ.บางละมุง จ.ชลบุรี,81,ชลบุรี,8103,อำเภอบางละมุง,810386,ตำบลนาเกลือ,12.92133,100.78796,AWS2963-124,2023-05-25 10:50:00.0,32.38,1010,1010,1010,60.51,1.874,242.5,1,2023-05-25 11:00:00.0,AQY BE-1295,,,0,23.79,,,,44.65,62.08,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,E,167,2023-05-25 07:50:00.0,TJ09,13.63,ไม่มีฝน,คุณภาพอากาศดี
343,TJ11 - ศูนย์ป้องกันและบรรเทาสาธารณภัยเกาะล้าน ต.นาเกลือ อ.บางละมุง จ.ชลบุรี,81,ชลบุรี,8103,อำเภอบางละมุง,810387,ตำบลนาเกลือ,12.91415,100.76807,AWS4364-043,2023-05-25 10:50:00.0,33.12,1010,1010,1010,70.27,2.871,252.6,1,2023-05-25 11:00:00.0,AQY-R AA 0082,33.99,14.4,2,27,,30.9,,30.1,50.4,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,E,340,2023-05-25 10:50:00.0,TJ11,13.56,ไม่มีฝน,คุณภาพอากาศดี
174,TJ13 - ศูนย์กู้ภัยทางทะเลและชายฝั่งวงศ์อมาตย์ หมู่ 5 ต.นาเกลือ อ.บางละมุง จ.ชลบุรี,81,ชลบุรี,8103,อำเภอบางละมุง,810388,ตำบลนาเกลือ,12.9578,100.88441,AWS2963-100,2023-05-25 10:50:00.0,33.68,1009,1009,1009,75.03,1.48,277.3,1,2023-05-25 11:00:00.0,AQY BE-1321A,,,,,,,,,,,0,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,E,172,,TJ13,13.43,ไม่มีฝน,
168,TJ14 - ศูนย์ประสานงานการช่วยเหลือผู้ประสบภัย ทางทะเล หมู่ 1 ต.นาเกลือ อ.บางละมุง จ.ชลบุรี,81,ชลบุรี,8103,อำเภอบางละมุง,810389,ตำบลนาเกลือ,12.99171,100.92182,AWS2963-125,2023-05-25 10:50:00.0,33.98,1010,1010,1010,70.45,2.314,261.1,1,2023-05-25 11:00:00.0,AQY BE-1343A,33.52,30.1,2,27,,82.6,,43.4,80,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,E,166,2023-05-25 10:50:00.0,TJ14,12.84,ไม่มีฝน,คุณภาพอากาศดี
345,TJ05 - อาคารเอนกประสงค์เกาะขามใหญ่ ต.ท่าเทววงษ์ อ.เกาะสีชัง จ.ชลบุรี,81,ชลบุรี,8103,อำเภอเกาะสีชัง,810382,ตำบลท่าเทววงษ์,13.16563,100.8214,AWS4364-040,2023-05-25 10:50:00.0,32.45,1010,1010,1010,60.11,1.23,271.7,1,2023-05-25 11:00:00.0,AQY-R AA 0080,35.22,27.3,2,27,,63.8,,28.9,43.1,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,E,342,2023-05-25 10:50:00.0,TJ05,12.74,ไม่มีฝน,คุณภาพอากาศดี
344,TJ07 - หาดถ้ำพัง หมู่ 3 ต.ท่าเทววงษ์ อ.เกาะสีชัง จ.ชลบุรี,81,ชลบุรี,8103,อำเภอเกาะสีชัง,810384,ตำบลท่าเทววงษ์,13.14628,100.80699,AWS4364-041,2023-05-25 10:50:00.0,33.55,1008,1008,1008,58.53,1.366,259.7,1,2023-05-25 11:00:00.0,AQY-R AA 0081,34.51,24.5,2,27,,56,,36.4,71.6,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,E,341,2023-05-25 10:50:00.0,TJ07,12.76,ไม่มีฝน,คุณภาพอากาศดี
170,TJ04 - สนามฟุตบอล ม.1 ต.ท่าเทววงษ์ อ.เกาะสีชัง จ.ชลบุรี,81,ชลบุรี,8103,เกาะสีชัง,810381,ท่าเทววงษ์,13.16078,100.80586,AWS2963-123,2023-05-25 10:50:00.0,34.24,1009,1009,1009,56.47,.7,255.9,1,2023-05-25 11:00:00.0,AQY BE-1341,34.33,28,2,27,,69.6,,91.4,101.3,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,E,168,2023-05-25 10:50:00.0,TJ04,12.89,ไม่มีฝน,ปานกลาง
142,TA84 - โรงเรียนวัดหาดอาสา หมู่ 1 ต.หาดอาษา อ.สรรพยา จ.ชัยนาท,81,ชัยนาท,8103,สรรพยา,810391,หาดอาสา,15.12099,100.26601,AWS2963-001,2023-05-25 10:50:00.0,38.03,1007,1007,1007,63.75,.395,204.6,1,2023-05-25 11:00:00.0,AQY BE-1248,36.25,30.7,5,29,,73.3,,70.1,119.5,,1,2023-05-25 11:00:00.0,,,2023-05-25 11:00:00.0,,C,140,2023-05-25 10:50:00.0,TA84,13.25,ไม่มีฝน,ปานกลาง
339,TA85 - โรงเรียนวัดศรีมงคล หมู่ 2 ต.หาดอาษา อ.สรรพยา จ.ชัยนาท,81,ชัยนาท,8103,สรรพยา,810392,หาดอาสา,15.16746,100.23786,AWS4364-076,2023-05-25 10:50:00.0,36.4,1007,1007,1007,59.52,.45,85.7,1,2023-05-25 11:00:00.0,AQY-R AA 0209A,37.95,28.6,41,23.7,,59.1,,47.3,55.3,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,C,336,2023-05-25 03:50:00.0,TA85,13.41,ไม่มีฝน,คุณภาพอากาศดี
342,TA89 - วัดวังสาคร ม.6 ต.โพนางดำออก อ.สรรพยา จ.ชัยนาท,81,ชัยนาท,8103,สรรพยา,810395,โพนางดำออก,15.1095,100.27145,AWS4364-078,2023-05-25 10:40:00.0,34.48,1006,1006,1006,58.84,1.188,236.4,1,2023-05-25 11:00:00.0,AQY-R AA 0078,35.36,30.2,30,0,,74.8,,38.7,43.1,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,C,339,2023-05-25 10:50:00.0,TA89,13.36,ไม่มีฝน,คุณภาพอากาศดี
338,TA90 - บริเวณโรงเรียนวัดมะปราง (ติดกับวัดมะปราง) หมู่ 5 ต.โพนางดำออก อ.สรรพยา จ.ชัยนาท,81,ชัยนาท,8103,สรรพยา,810396,โพนางดำออก,15.10753,100.27685,AWS4364-077,2023-05-25 10:50:00.0,36.73,1007,1007,1007,58.91,.923,241.5,1,2023-05-25 11:00:00.0,AQY-R AA 0077,35.24,31.6,0,27,,81.5,,44,37.5,,1,2023-05-25 11:00:00.0,.1,.2,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,C,335,2023-05-25 10:50:00.0,TA90,13.28,ฝนตกเล็กน้อย,คุณภาพอากาศดี
341,TA92 - วัดไผ่ล้อม หมู่ 1 ต.โพนางดำออก อ.สรรพยา จ.ชัยนาท,81,ชัยนาท,8103,สรรพยา,810398,โพนางดำออก,15.08261,100.28934,AWS4364-169,2023-05-25 10:50:00.0,34.83,1007,1007,1007,60.73,.353,210.1,1,2023-05-25 11:00:00.0,AQY-R AA 0169,35.23,30.6,11,23.57,,77.1,,40.8,50.6,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,C,338,2023-05-25 10:50:00.0,TA92,13.43,ไม่มีฝน,คุณภาพอากาศดี
171,TA94 - ศาลาเอนกประสงค์ หมู่ 1 ต.วังตะเคียน อ.หนองมะโมง จ.ชัยนาท,81,ชัยนาท,8103,หนองมะโมง,810399,วังตะเคียน,15.2984,99.85854,AWS2963-003,2023-05-25 10:50:00.0,37.4,1005,1005,1005,46.49,.834,346.4,1,2023-05-25 11:00:00.0,AQY BE-1250A,38.47,28.7,0,45.5,,57.9,,32.1,41.9,,1,2023-05-25 11:00:00.0,0,11.8,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,C,169,2023-05-25 10:50:00.0,TA94,11.54,ฝนตกปานกลาง,คุณภาพอากาศดี
340,TA95 - ศาลาเอนกประสงค์ ม.4 ต.วังตะเคียน อ.หนองมะโมง จ.ชัยนาท,81,ชัยนาท,8104,หนองมะโมง,810400,วังตะเคียน,15.30133,99.78446,AWS4364-170,2023-05-25 10:50:00.0,39.54,1003,1003,1003,49.43,1.15,242.7,1,2023-05-25 11:00:00.0,AQY-R AA 0170,39.33,29,11,23.57,,56.2,,25.4,32.4,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,C,337,2023-05-25 10:50:00.0,TA95,13.24,ไม่มีฝน,มีผลกระทบต่อสุขภาพ
265,TA99 - บ้านเลขที่ 66 หมู่ 1 ต.สุขเดือนห้า อ.เนินขาม จ.ชัยนาท,81,ชัยนาท,8104,เนินขาม,810403,สุขเดือนห้า,14.98066,99.80613,AWS4364-079,2023-05-25 10:50:00.0,36.47,1005,1005,1005,47.6,1.288,104.2,1,2023-05-25 11:00:00.0,AQY-R AA 0079,37.9,21.4,36,0,,38.8,,11.7,15.8,,1,2023-05-25 11:00:00.0,.1,1,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,C,262,2023-05-25 10:50:00.0,TA99,12.74,ฝนตกเล็กน้อย,คุณภาพอากาศดีมาก
409,TB01 - บ้านเลขที่ 2 หมู่ 4 ต.สุขเดือนห้า อ.เนินขาม จ.ชัยนาท,81,ชัยนาท,8104,เนินขาม,810405,สุขเดือนห้า,14.94954,99.82749,AWS3565-061,2023-05-25 10:50:00.0,38.83,1002,1002,1002,48.36,2.114,20.78,1,2023-05-25 11:00:00.0,R-AQ-AT061,37.7,28.48,5,29,,53.9,,29.4,65.6,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,C,409,2023-05-25 10:50:00.0,TB01,12.65,ไม่มีฝน,คุณภาพอากาศดี
